"44528;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44528;ADVERSE WEATHER CONDITIONS;***;***;***"
"44528;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44528;MOTIVATION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44528;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44528;LITTLE PILOT EXPERIENCE;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44528;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44538;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44538;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44538;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44539;INDISCIPLINE FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44539;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44539;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44545;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44545;WARNING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44545;BOOTH COORDINATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44545;""EDUCATION; TRAINING AND TRAINING"";PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44545;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44545;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44545;MEMORY;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44545;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44549;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44549;AIRPORT INFRASTRUCTURE;AIRPORT INFRASTRUCTURE;***;OPERATING FACTOR"
"44549;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44549;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44549;SUPPORT SYSTEMS;PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44549;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44553;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44553;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"44553;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44577;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44577;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44577;ORGANIZATIONAL CULTURE;PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44577;INDISCIPLINE FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44577;EXTERNAL INFLUENCES;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44577;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44577;MOTIVATION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44577;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44577;ORGANIZATIONAL PROCESSES;PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44577;Interpersonal Relations;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44577;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44579;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44579;WARNING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44579;COMMUNICATION;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44579;BOOTH COORDINATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44579;DYNAMIC TEAM;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44579;PERCEPTION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44579;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44597;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44597;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44597;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44611;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44611;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"44611;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44647;INFLUENCE OF ENVIRONMENT;ERGONOMICS;ORGANIZATIONAL;HUMAN FACTOR"
"44649;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"44649;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44652;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44652;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44652;BOOTH COORDINATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44652;AIRPORT INFRASTRUCTURE;AIRPORT INFRASTRUCTURE;***;OPERATING FACTOR"
"44652;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44652;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44656;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44656;ADVERSE WEATHER CONDITIONS;***;***;***"
"44656;INDISCIPLINE FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44656;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44660;WARNING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44660;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44660;ADVERSE WEATHER CONDITIONS;***;***;***"
"44660;EMOTIONAL STATE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44660;STRESS;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44660;""EDUCATION; TRAINING AND TRAINING"";PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44660;INDISCIPLINE FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44660;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44660;MOTIVATION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44660;ANOTHER FACTOR;***;***;***"
"44660;PERCEPTION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44660;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44660;PLANNING MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44660;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44660;Interpersonal Relations;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44660;SUPPORT SYSTEMS;PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44660;OVERLOAD TASKS;ASPECT MEDICAL;***;HUMAN FACTOR"
"44660;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44661;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44661;STANDARDS (ATS) KNOWLEDGE;BEING HUMAN PERFORMANCE;AIR TRAFFIC SERVICE DELIVERY;OPERATING FACTOR"
"44661;BOOTH COORDINATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44661;""EDUCATION; TRAINING AND TRAINING"";PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44661;ANOTHER FACTOR;***;***;***"
"44775;WARNING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44775;ADVERSE WEATHER CONDITIONS;***;***;***"
"44775;ORGANIZATIONAL CULTURE;PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44775;EMOTIONAL STATE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44775;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44775;MOTIVATION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44775;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44775;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44775;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44796;ANXIETY;ASPECT MEDICAL;***;HUMAN FACTOR"
"44796;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44796;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44796;BOOTH COORDINATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44796;CULTURE OF THE WORKING GROUP;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44796;ORGANIZATIONAL CULTURE;PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44796;DYNAMIC TEAM;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44796;FORGETTING THE PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44796;EMOTIONAL STATE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44796;STRESS;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44796;MANUFACTURING;ASPECT OF MANUFACTURE;***;MATERIAL FACTOR"
"44796;""EDUCATION; TRAINING AND TRAINING"";PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44796;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44796;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44796;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44796;PROJECT;ASPECT OF THE PROJECT;***;MATERIAL FACTOR"
"44796;Interpersonal Relations;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44796;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44817;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44817;BOOTH COORDINATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44817;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44817;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44817;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44817;LITTLE PILOT EXPERIENCE;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44817;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44837;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44837;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44838;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44838;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"44838;ANOTHER FACTOR;***;***;***"
"44838;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44853;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44853;WARNING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44853;""EDUCATION; TRAINING AND TRAINING"";PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44853;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44853;PERCEPTION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44853;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44853;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44855;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44855;ORGANIZATIONAL CLIMATE;PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44855;ADVERSE WEATHER CONDITIONS;***;***;***"
"44855;STRESS;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44855;MOTIVATION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44855;PERCEPTION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44855;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44855;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44855;Interpersonal Relations;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44879;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44879;LITTLE PILOT EXPERIENCE;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44881;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44881;COMMUNICATION;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44881;BOOTH COORDINATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44881;DYNAMIC TEAM;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"44881;ANOTHER FACTOR;***;***;***"
"44881;LITTLE PILOT EXPERIENCE;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44885;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44885;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"44885;SUPPORT STAFF;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44885;PLANNING MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44885;PROJECT;ASPECT OF THE PROJECT;***;MATERIAL FACTOR"
"44887;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"44888;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44888;SUPPORT SYSTEMS;PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44926;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"44944;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44944;INDISCIPLINE FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44944;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44944;MOTIVATION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44966;WARNING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44966;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44966;PERCEPTION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44966;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44966;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44966;SUPPORT SYSTEMS;PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44967;FORGETTING THE PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44967;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44967;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"44967;MEMORY;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"44967;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44968;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44968;ORGANIZATIONAL CULTURE;PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"44968;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44968;LITTLE PILOT EXPERIENCE;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44968;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44969;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44969;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44969;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44969;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44986;MANUFACTURING;ASPECT OF MANUFACTURE;***;MATERIAL FACTOR"
"44986;PROJECT;ASPECT OF THE PROJECT;***;MATERIAL FACTOR"
"44988;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44988;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44988;ANOTHER FACTOR;***;***;***"
"44988;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44993;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44993;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44996;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"44996;ANOTHER FACTOR;***;***;***"
"44996;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45025;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45025;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"45025;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45048;INDISCIPLINE FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45048;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45048;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45048;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45049;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"45049;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45050;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45052;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45052;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"45052;ANOTHER FACTOR;***;***;***"
"45052;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45053;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45053;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"45053;""EDUCATION; TRAINING AND TRAINING"";PSYCHOLOGICAL ASPECT;ORGANIZATIONAL;HUMAN FACTOR"
"45053;INSTRUCTION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45053;MOTIVATION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"45053;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45053;LITTLE PILOT EXPERIENCE;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45053;Interpersonal Relations;PSYCHOLOGICAL ASPECT;Psychosocial;HUMAN FACTOR"
"45053;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45054;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"45054;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45055;WARNING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"45055;INDISCIPLINE FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45055;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45055;MEMORY;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"45055;ANOTHER FACTOR;***;***;***"
"45055;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"45056;ADVERSE WEATHER CONDITIONS;***;***;***"
"45056;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45056;MOTIVATION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"45056;PERCEPTION;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"45056;PLANNING FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45056;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"45058;AIRCRAFT MAINTENANCE;BEING HUMAN PERFORMANCE;Aircraft maintenance;OPERATING FACTOR"
"45058;PLANNING MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45058;SUPERVISORY MANAGEMENT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45060;CONTROL APPLICATION;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45060;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45060;LITTLE PILOT EXPERIENCE;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45060;DECISION MAKING;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"45061;ATTITUDE;PSYCHOLOGICAL ASPECT;INDIVIDUAL;HUMAN FACTOR"
"45061;INDISCIPLINE FLIGHT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
"45061;JUDGMENT OF PILOT;BEING HUMAN PERFORMANCE;OPERATION OF AIRCRAFT;OPERATING FACTOR"
